track_title,artist_name,track_id,duration_ms,energy,key,mode,time_signature,acousticness,danceability,instrumentalness,liveness,loudness,speechiness,valence,tempo,On_chart
Red Planet - Red Planet Radio,Joe,3FeufAV1f6fajILIQuAXMw,256080,0.968,7,0,4,0.0215,0.698,0.862,0.111,-11.012,0.0337,0.39,136.884,0
Red Planet - Red Planet Extended,Joe,2o7oYjZuo3S2QitY4R5dII,395442,0.97,2,1,4,0.00339,0.7240000000000001,0.8959999999999999,0.106,-8.415,0.0358,0.4320000000000001,136.868,0
Basejump,Robin Schulz,6nWoNNkfffbmHU9z3kGPao,391680,0.406,5,0,4,0.00433,0.8029999999999999,0.825,0.0948,-9.444,0.0608,0.0769,125.014,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 15, Canone alla quinta",Johann Sebastian Bach,5Zg1UOcmee5oiRw3gbXna0,347840,0.00267,7,0,5,0.91,0.15,0.0287,0.125,-24.701,0.0434,0.105,135.65200000000002,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 16, Ouverture",Johann Sebastian Bach,2ZWmWGoZS2OTGZSnMhck7Q,181733,0.226,7,1,4,0.768,0.29,1.59e-06,0.105,-14.99,0.0385,0.47,98.348,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 17",Johann Sebastian Bach,661TNSoZ1MXPxyQEREFsFe,147787,0.248,2,1,3,0.936,0.32,0.0585,0.181,-19.526,0.0499,0.768,86.745,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 18, Canone alla sexta",Johann Sebastian Bach,4JXj4Qk0RHNQQ15GkT08nF,106520,0.0526,7,1,4,0.746,0.0734,2.57e-05,0.14400000000000002,-19.889,0.0346,0.23,78.884,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 19",Johann Sebastian Bach,7i4YGUcM5u6V0H0qnchPdR,79067,0.112,7,1,3,0.8590000000000001,0.378,0.0,0.471,-18.817,0.0345,0.5489999999999999,76.51899999999998,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 20",Johann Sebastian Bach,2DNE9VF9q2j1P3RbJzR9QE,143133,0.205,7,1,4,0.971,0.297,0.7559999999999999,0.158,-19.04,0.0418,0.92,168.752,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 21, Canone alla settima",Johann Sebastian Bach,0ZcY9yY5lE0TMt2WZNVLSJ,234333,0.0197,7,0,4,0.947,0.16,0.211,0.107,-22.972,0.0384,0.154,68.39,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 22, Alla breve",Johann Sebastian Bach,44z0K0DXEaJq6c8Wu96nP1,92040,0.17600000000000002,4,0,5,0.752,0.256,0.00084,0.106,-16.049,0.0354,0.221,117.967,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 23",Johann Sebastian Bach,6nLwMf8FYHT4sL40oN4Ra1,157960,0.188,4,0,3,0.95,0.387,0.163,0.298,-19.531,0.0514,0.7,75.329,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 24, Canone all'ottava",Johann Sebastian Bach,1altR8tvoqW1qZFnkgoTAu,176013,0.116,7,1,5,0.816,0.124,0.000407,0.0987,-20.61,0.0389,0.55,179.713,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 25",Johann Sebastian Bach,1NANpUQbX7Ss02Yl8cb29d,570493,0.0118,3,1,4,0.933,0.0715,0.0478,0.113,-21.741,0.0439,0.0369,78.96300000000002,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 26",Johann Sebastian Bach,5L935CWixbXbMlASora7ku,143347,0.253,7,1,4,0.92,0.276,0.00395,0.306,-17.826,0.0361,0.589,61.457,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 28",Johann Sebastian Bach,4k5syktcS3Y9XMoZcIS7gW,159333,0.14,7,1,4,0.914,0.222,0.0,0.3670000000000001,-18.104,0.0487,0.5660000000000001,162.69,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 27, Canone alla nona",Johann Sebastian Bach,46kZC5RrTKRTRd9Sd4HvkW,152733,0.122,7,1,3,0.722,0.209,0.747,0.223,-24.741,0.038,0.5760000000000001,80.917,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 29",Johann Sebastian Bach,13H8nDh2leKhQ0vWL2X9p7,160680,0.328,7,1,3,0.908,0.452,0.908,0.0671,-14.742,0.0391,0.895,135.648,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Var. 30, Quodlibet",Johann Sebastian Bach,4EW3qCWFvZnokLwhMB7WHT,144333,0.0235,7,1,4,0.921,0.208,3.2500000000000004e-05,0.311,-16.365,0.0384,0.226,131.707,0
"Goldberg Variations, BWV 988 (Arr. for Accordion): Aria da capo",Johann Sebastian Bach,116Pq1u9LjOlB32Yvckicg,180453,0.00111,7,1,3,0.97,0.228,0.00103,0.188,-22.499,0.0421,0.183,83.055,0
"Partite diverse sopra Sei gegrüsset, Jesu gütig, BWV 768",Johann Sebastian Bach,1aRwfts0jXxgJmgAnjGhzy,1242187,0.0577,7,0,4,0.732,0.0612,0.266,0.101,-18.858,0.0436,0.0643,56.179,0
"Vater unser im Himmelreich, BWV 762",Johann Sebastian Bach,5OOmwFQK7KHk2BHQcUTc8x,158053,0.0327,2,0,4,0.212,0.271,0.0573,0.0769,-16.121,0.0397,0.077,106.111,0
"18 Chorales ""Leipziger"": No. 4, Schmücke dich, o liebe Seele, BWV 654",Johann Sebastian Bach,44YMkRaUnVJRBZ4w2pjhof,455507,0.0363,5,0,4,0.7070000000000001,0.155,0.275,0.107,-17.326,0.0427,0.13699999999999998,107.989,0
"Toccata & Fugue in D Minor, BWV 565",Johann Sebastian Bach,2iTG00uOqzRZhj4Pm1o18N,522840,0.35100000000000003,2,0,4,0.757,0.0776,0.6759999999999999,0.0877,-8.286,0.0328,0.12,79.828,0
"Das Orgelbüchlein: No. 1, Nun komm, der Heiden Heiland, BWV 599",Johann Sebastian Bach,60JiznvMig94PTO2kJ8VIO,84960,0.0034700000000000004,9,0,4,0.7659999999999999,0.239,0.878,0.0967,-19.274,0.0455,0.279,62.692,0
"Das Orgelbüchlein: No. 3, Herr Christ, der ein'ge Gottessohn, BWV 601",Johann Sebastian Bach,71TxPfl901EE7q4Kgcdm72,132680,0.0477,9,1,4,0.954,0.179,0.8009999999999999,0.0878,-17.832,0.0405,0.16399999999999998,76.14,0
"Das Orgelbüchlein: No. 4, Lob sei dem allmächtigen Gott, BWV 602",Johann Sebastian Bach,1GDJ238kWbx1slW3l24B1t,66400,0.29600000000000004,5,1,3,0.795,0.157,0.883,0.0729,-11.373,0.0374,0.0944,132.796,0
"Das Orgelbüchlein: No. 5, Puer natus in Bethlehem, BWV 603",Johann Sebastian Bach,5AMLAbzvemrCiewEjcfG6E,65720,0.243,7,0,4,0.78,0.185,0.951,0.165,-13.608,0.0364,0.0412,107.247,0
"Das Orgelbüchlein: No. 6, Gelobet seist du, Jesu Christ, BWV 604",Johann Sebastian Bach,4c5AqiI55MtSdVNe4FGGdC,78480,0.0274,7,1,4,0.916,0.204,0.775,0.124,-18.72,0.0401,0.366,74.74600000000002,0
"Das Orgelbüchlein: No. 7, Der Tag, der ist so freudenreich, BWV 605",Johann Sebastian Bach,4HInRocXKXrOYsSz7CwlAK,137880,0.0106,7,1,3,0.889,0.174,0.601,0.16399999999999998,-20.382,0.0408,0.327,67.71600000000001,0
"Das Orgelbüchlein: No. 8, Vom Himmel hoch, da komm ich her, BWV 606",Johann Sebastian Bach,1spw5MVsOByK7eO0JMrrAc,60053,0.174,2,1,3,0.6609999999999999,0.185,0.0688,0.0854,-11.407,0.0402,0.152,94.337,0
"Das Orgelbüchlein: No. 9, Vom Himmel kam der Engel Schar, BWV 607",Johann Sebastian Bach,2Q6a0EzL4RorxfoWF1jfed,82840,0.0324,7,0,4,0.846,0.204,0.902,0.428,-17.951,0.0485,0.435,70.42,0
"Das Orgelbüchlein: No. 10, In dulci jubilo, BWV 608",Johann Sebastian Bach,5HRV5cSA8wRcmyCp1FtcJA,95960,0.0405,9,1,4,0.895,0.183,0.708,0.225,-26.267,0.035,0.312,64.749,0
"Das Orgelbüchlein: No. 11, Lobt Gott, ihr Christen, allzugleich, BWV 609",Johann Sebastian Bach,6DJ8hDz9Glf2cnjrxNC9cE,51480,0.267,7,1,3,0.345,0.182,0.0477,0.195,-12.449000000000002,0.0497,0.194,71.042,0
"Das Orgelbüchlein: No. 12, Jesu, meine Freude, BWV 610",Johann Sebastian Bach,2yuYvEB2lekdMIn8oMVyRG,168907,0.0007019999999999999,0,0,4,0.868,0.154,0.958,0.142,-22.44,0.0472,0.37,108.548,0
"Das Orgelbüchlein: No. 13, Christum wir sollen loben schon, BWV 611",Johann Sebastian Bach,32km9Kkfs1fAbNqqQqcNNS,142960,0.238,2,0,4,0.212,0.201,0.6990000000000001,0.106,-10.884,0.0413,0.0762,109.613,0
"Das Orgelbüchlein: No. 14, Wir Christenleut', BWV 612",Johann Sebastian Bach,6PpxJ7Z7eo0PNVOSaGqT5Q,98307,0.0118,7,0,3,0.919,0.159,0.59,0.227,-17.66,0.0396,0.225,129.922,0
"Das Orgelbüchlein: No. 15, Helft mir Gotts Güte preisen, BWV 613",Johann Sebastian Bach,1RHhyjEAYrKofNibfbgrIm,77000,0.162,11,0,4,0.872,0.222,0.909,0.177,-12.890999999999998,0.0391,0.35100000000000003,113.589,0
"Das Orgelbüchlein: No. 16, Das alte Jahr vergangen ist, BWV 614",Johann Sebastian Bach,0DOQ3UOU70XesorTCiuFqF,122040,0.006670000000000001,2,0,3,0.782,0.184,0.951,0.112,-20.196,0.0396,0.153,72.332,0
"Das Orgelbüchlein: No. 18, Mit Fried und Freud ich fahr dahin, BWV 616",Johann Sebastian Bach,4DLOPEY93ZPlSpEY30Vaxz,144800,0.00997,2,0,4,0.894,0.218,0.79,0.112,-28.274,0.0449,0.13,70.764,0
"Das Orgelbüchlein: No. 19, Herr Gott, nun schleuss den Himmel auf, BWV 617",Johann Sebastian Bach,1kmCtFGT6s6pFVafeFslG1,150200,0.0129,9,0,3,0.95,0.172,0.983,0.071,-28.473000000000006,0.0487,0.192,123.487,0
"Das Orgelbüchlein: No. 20, O Lamm Gottes, unschuldig, BWV 618",Johann Sebastian Bach,5xtFfSNB8ji7LqfAjgCWWh,210613,0.006540000000000001,5,1,4,0.97,0.14800000000000002,0.905,0.039,-25.887,0.0449,0.166,66.541,0
"Das Orgelbüchlein: No. 21, Christe du Lamm Gottes, BWV 619",Johann Sebastian Bach,01s8ltoDihqgZz80yvc8pJ,67440,0.00104,2,0,4,0.454,0.185,0.906,0.114,-19.194000000000006,0.0417,0.0,64.072,0
"Das Orgelbüchlein: No. 22, Christus, der uns selig macht, BWV 620",Johann Sebastian Bach,1ul635ufhj9n6tlLtGcU0O,149520,0.00268,9,0,3,0.752,0.16,0.838,0.321,-28.283,0.0557,0.29100000000000004,129.411,0
"Das Orgelbüchlein: No. 23, Da Jesus an dem Kreuze stund, BWV 621",Johann Sebastian Bach,1h5ZSEhweqhdpSFcFZrqVY,100493,0.00399,2,0,4,0.949,0.215,0.951,0.243,-28.265,0.045,0.123,57.753,0
"Das Orgelbüchlein: No. 24, O Mensch, bewein dein Sünde gross, BWV 622",Johann Sebastian Bach,1utrWaInmlLDCGV6tcPjkQ,266907,0.006509999999999999,3,1,4,0.0631,0.0611,0.774,0.201,-23.685,0.0486,0.282,71.232,0
"Das Orgelbüchlein: No. 25, Wir danken dir, Herr Jesu Christ, BWV 623",Johann Sebastian Bach,3fLNXHqrVoAJEEbH5nHJov,66200,0.112,7,1,4,0.926,0.154,0.967,0.206,-17.746,0.038,0.239,106.899,0
"Das Orgelbüchlein: No. 26, Hilf Gott, daß mir's gelinge, BWV 624",Johann Sebastian Bach,62Gi5SVb4oAUHcoXR9P9p4,91707,0.0137,7,0,4,0.325,0.16399999999999998,0.0,0.0465,-22.579,0.0511,0.297,64.461,0
"Das Orgelbüchlein: No. 27, Christ lag in Todesbanden, BWV 625",Johann Sebastian Bach,6i1koMJ1szIRdJqX4ObwKE,90173,0.208,2,0,4,0.29100000000000004,0.203,0.0417,0.26,-11.063,0.0317,0.34,91.585,0
"Das Orgelbüchlein: No. 28, Jesus Christus unser Heiland, BWV 626",Johann Sebastian Bach,2NNNUdnNCHK1LDep7AtgQV,65280,0.00132,9,0,4,0.954,0.0878,0.922,0.129,-30.405,0.0493,0.499,60.484,0
"Das Orgelbüchlein: No. 29, Christ ist erstanden, BWV 627",Johann Sebastian Bach,4YuQ7KAPlxeWGdRuJIXH08,299747,0.171,2,0,3,0.8029999999999999,0.0645,0.82,0.203,-12.697,0.0378,0.0732,72.612,0
"Das Orgelbüchlein: No. 30, Erstanden ist der heil'ge Christ, BWV 628",Johann Sebastian Bach,1bZ5z6HP3nuRjrxFoXz0FF,53600,0.182,2,1,5,0.6709999999999999,0.163,0.905,0.14400000000000002,-16.410999999999998,0.0371,0.172,111.126,0
"Das Orgelbüchlein: No. 31, Erschienen ist der herrliche Tag, BWV 629",Johann Sebastian Bach,4I5wturMmKVtKG1SJvf2hr,70653,0.00532,9,0,5,0.943,0.166,0.8420000000000001,0.0687,-20.043,0.0442,0.32,105.114,0
"Das Orgelbüchlein: No. 32, Heut triumphieret Gottes Sohn, BWV 630",Johann Sebastian Bach,1jQIfqMtvblC1NFLZVsDri,96587,0.209,7,0,4,0.469,0.23,0.8240000000000001,0.276,-13.895,0.0366,0.172,68.56,0
"Das Orgelbüchlein: No. 33, Komm, Gott Schöpfer, heiliger Geist, BWV 631",Johann Sebastian Bach,17njqgO6YYuxmiuYmvZnNC,57560,0.0417,0,1,3,0.285,0.16399999999999998,0.16399999999999998,0.212,-19.732,0.0419,0.456,128.161,0
"Das Orgelbüchlein: No. 34, Herr Jesu Christ, dich zu uns wend', BWV 632",Johann Sebastian Bach,1NR4yCtNpOdNdrPiiGUULP,93800,0.0562,5,1,4,0.931,0.101,0.871,0.102,-20.651,0.038,0.4320000000000001,57.183,0
"Das Orgelbüchlein: No. 41, Ich ruf' zu dir, Herr Jesu Christ, BWV 639",Johann Sebastian Bach,4euPUFu2yZiFUFSBeYZ1Wk,118720,0.0282,5,0,4,0.931,0.17,0.929,0.112,-27.547,0.0409,0.134,77.971,0
"Das Orgelbüchlein: No. 42, In dich hab' ich gehoffet, Herr, BWV 640",Johann Sebastian Bach,728HVIH2enj72mzIOCWDKK,90413,0.008029999999999999,4,0,5,0.878,0.165,0.904,0.0598,-19.837,0.0424,0.22,114.482,0
"Das Orgelbüchlein: No. 35, Liebster Jesu, wir sind hier, BWV 633 - No. 36, Liebster Jesu, wir sind hier, BWV 634",Johann Sebastian Bach,6cnQdlIqVrOZciG1mhv05V,237293,0.0153,9,1,4,0.7829999999999999,0.0569,0.932,0.241,-24.582,0.0533,0.135,65.069,0
"Das Orgelbüchlein: No. 37, Dies sind die heilgen zehn Gebot, BWV 635",Johann Sebastian Bach,32RsYLy8nd6gTsr6oDPM5e,94653,0.184,0,1,4,0.852,0.173,0.984,0.083,-15.258,0.0367,0.278,112.324,0
"Das Orgelbüchlein: No. 38, Vater unser im Himmelreich, BWV 636",Johann Sebastian Bach,7MDsmemvotgh3Ivzop2Bdo,89400,0.0446,2,0,4,0.907,0.122,0.981,0.103,-24.05,0.0418,0.159,70.697,0
"Das Orgelbüchlein: No. 39, Durch Adams Fall ist ganz verbert, BWV 637",Johann Sebastian Bach,2RBZwsrucPimK7jPqLqQve,122347,0.0127,0,1,4,0.82,0.154,0.969,0.13699999999999998,-19.939,0.045,0.122,133.041,0
"Das Orgelbüchlein: No. 43, Wenn wir in höchsten Nöten sein, BWV 641",Johann Sebastian Bach,5k8L7hn5mmkVPQOtKoY5En,100747,0.0132,7,1,4,0.8540000000000001,0.205,0.0576,0.0802,-22.72,0.0483,0.314,96.559,0
"Das Orgelbüchlein: No. 44, Wer nur den lieben Gott läßt walten, BWV 642",Johann Sebastian Bach,5s2YcHGcgCz3MwfMlyisty,111920,0.139,9,0,3,0.853,0.15,0.879,0.15,-15.593,0.0372,0.122,136.575,0
"Das Orgelbüchlein: No. 45, Alle Menschen müssen sterben, BWV 643",Johann Sebastian Bach,21aZWa5SJi9kiQoJ8NV4fu,85827,0.0631,7,1,3,0.8859999999999999,0.113,0.907,0.103,-17.596,0.0393,0.34700000000000003,93.56,0
"Das Orgelbüchlein: No. 46, Ach wie nichtig, ach wie flüchtig, BWV 644",Johann Sebastian Bach,4cRxkxLVpjIRVbKwkQv7qX,55147,0.00965,7,0,4,0.867,0.16699999999999998,0.992,0.112,-29.968000000000004,0.0445,0.335,104.925,0
Variatio 7,Johann Sebastian Bach,2gOCm4a40n7tiFZoiGnkOn,59493,0.0403,7,1,4,0.994,0.441,0.873,0.226,-24.876,0.0471,0.561,136.983,0
"Piano Concerto No. 1, Op. 15: II. Largo",Ludwig van Beethoven,3ZD7POEWTQETjyVzigY6mn,699600,0.0274,8,1,4,0.963,0.161,0.889,0.119,-27.52,0.0394,0.0795,79.607,0
"Piano Concerto No. 1, Op. 15: I. Allegro con brio",Ludwig van Beethoven,3EQdScgB98fTwI3DgXCJQG,1124000,0.102,0,1,4,0.963,0.301,0.898,0.0643,-22.139,0.0351,0.0971,76.008,0
"Piano Concerto No. 3, Op. 37: I. Allegro con brio",Ludwig van Beethoven,58eQlwTypUdNBBEPbSlBz2,1048840,0.0997,0,0,4,0.953,0.298,0.906,0.1,-21.76,0.038,0.0877,130.292,0
"Piano Concerto No. 3, Op. 37: II. Largo",Ludwig van Beethoven,1ZbcXd7mkhL4kem2qgIsLm,583787,0.0218,4,1,3,0.979,0.132,0.929,0.0878,-29.377,0.0461,0.0386,77.225,0
"Piano Concerto No. 1, Op. 15: III. Rondo. Allegro scherzando",Ludwig van Beethoven,5MTz75iErFo0WYRKarYa88,548360,0.187,0,1,4,0.961,0.34600000000000003,0.888,0.0923,-20.189,0.0355,0.312,142.582,0
"Piano Concerto No. 3, Op. 37: III. Rondo. Allegro",Ludwig van Beethoven,1IFttuLqaDIZc2FBXCMHeM,558307,0.13,0,0,4,0.948,0.34,0.787,0.226,-22.757,0.0335,0.201,110.942,0
"Piano Concerto No. 4 in G Major, Op 58: I. Allegro moderato",Ludwig van Beethoven,0FMd8YeVaoi8Zl9gREwxAD,1191933,0.101,7,1,3,0.963,0.187,0.94,0.0552,-23.5,0.0394,0.0618,71.403,0
"Piano Concerto No. 4 in G Major, Op 58: II. Andante con moto",Ludwig van Beethoven,1RldpezxkrnIWO1CBo68MJ,299867,0.00233,4,0,1,0.979,0.298,0.677,0.0883,-28.917,0.0532,0.0745,131.893,0
"Piano Concerto No. 2, Op. 19: I. Allegro con brio",Ludwig van Beethoven,77vPHrKu1r960lBdUfzLxb,882907,0.14,10,1,4,0.954,0.325,0.925,0.207,-22.514,0.0384,0.177,139.06799999999998,0
"Piano Concerto No. 2, Op. 19: II. Adagio",Ludwig van Beethoven,7E56FsBaPXXM7QfdLnURsr,554200,0.0552,3,1,4,0.958,0.274,0.903,0.116,-25.255,0.0406,0.0887,130.482,0
"Piano Concerto No. 4 in G Major, Op 58: III. Rondo: Vivace",Ludwig van Beethoven,1wpy8WcJ9T2PhDsf7JT8rM,606467,0.11,7,1,4,0.946,0.292,0.91,0.0843,-22.48,0.0343,0.139,137.864,0
"Piano Concerto No. 2, Op. 19: III. Rondo. Molto allegro",Ludwig van Beethoven,55aVJfolHwrTxqqGHThs2U,364507,0.187,10,1,4,0.97,0.416,0.924,0.0867,-22.103,0.0362,0.5479999999999999,110.085,0
Llego El Amor,Los Cadetes De Linares,2y2iU8nqJGWpLfBeHbFInM,128484,0.853,0,1,4,0.221,0.784,1.64e-05,0.0678,-4.089,0.037000000000000005,0.963,116.885,0
Te Voy A Cantar,Los Cadetes De Linares,5vN0hfyas2r5Od3NR7JQ8f,149408,0.615,3,1,4,0.154,0.774,0.0,0.0622,-5.473,0.0314,0.89,126.468,0
Carta Empolvada,Los Cadetes De Linares,0g6BLD6IaK1SJcAT9PzaI5,165395,0.57,5,1,4,0.428,0.63,0.0,0.0672,-5.4529999999999985,0.0271,0.732,96.999,0
La De Enfrente,Los Cadetes De Linares,3v0psjlQNqJ1pP5D6HxT90,139848,0.899,5,1,4,0.341,0.762,0.000162,0.0956,-2.332,0.0463,0.919,115.317,0
Sigo Esperando Tu Regreso,Los Cadetes De Linares,5wjpualQO6YOTqm61UbZpQ,176132,0.653,7,1,4,0.6970000000000001,0.679,0.0,0.0694,-4.578,0.0288,0.6729999999999999,98.401,0
Asi Es Amor,Los Cadetes De Linares,250aJEEKJDnNgsbIw38Ph1,142042,0.8340000000000001,7,1,4,0.332,0.677,0.0,0.0851,-3.999,0.037000000000000005,0.757,122.937,0
No Me Olvidaras,Los Cadetes De Linares,4UFyFaQsennRNkt7E14A9L,178666,0.65,10,1,4,0.408,0.6729999999999999,0.0,0.112,-6.983,0.0345,0.8220000000000001,93.622,0
Y Mas Te Estoy Queriendo,Los Cadetes De Linares,4uq9l7cTiDZwYjEx6G2KKI,187547,0.787,3,1,4,0.53,0.723,0.000203,0.0656,-6.216,0.0503,0.743,124.474,0
Me Voy Nomas No Llores,Los Cadetes De Linares,2dZnMKabEYLD3pfuoVeZFR,145699,0.627,8,1,4,0.203,0.8,3.72e-05,0.299,-6.2360000000000015,0.0457,0.872,122.585,0
No Me Culpes,Los Cadetes De Linares,1tAylmQsgEqudI5LED9Y1k,154267,0.608,8,1,4,0.32299999999999995,0.847,0.000553,0.0458,-5.25,0.0502,0.866,119.882,0
Tanto Se Habla,Los Cadetes De Linares,6pwMJicjIeONq5Aiw4aMCq,168426,0.662,0,0,4,0.59,0.7140000000000001,1.91e-05,0.0861,-5.6179999999999986,0.036000000000000004,0.7170000000000001,99.574,0
No Debemos Llorar,Los Cadetes De Linares,7Ld9lv3JM2s02im7Cq5QaR,177490,0.594,3,1,4,0.496,0.795,1.27e-06,0.0848,-3.923,0.0486,0.861,91.73,0
Calentaste El Petate,Los Cadetes De Linares,5HBhH0b4PeqUX7OXKdefqo,148520,0.7879999999999999,2,0,4,0.362,0.784,2.59e-05,0.185,-6.41,0.0437,0.72,124.287,0
Mi Primer Amor,Los Cadetes De Linares,2t6gYoBZm9BjZoDCp73SyF,158029,0.902,8,1,4,0.297,0.8440000000000001,0.0,0.129,-2.125,0.0545,0.823,114.845,0
Adios Adios,Los Cadetes De Linares,60CEQkDY9oqELjPiyVOHBe,139821,0.6459999999999999,8,1,4,0.11,0.7909999999999999,0.0,0.196,-6.523,0.0349,0.8079999999999999,118.148,0
Dos Luces,Los Cadetes De Linares,3moZ7uvYHSlDkutJR5umc2,218737,0.462,8,1,4,0.52,0.614,0.0,0.086,-7.228,0.0325,0.626,102.119,0
Dos Coronas a Mi Madre,Los Cadetes De Linares,4KriHr1yJO9DsgoHowBIN5,146901,0.787,10,1,4,0.307,0.7709999999999999,0.0,0.182,-4.924,0.0407,0.89,101.659,0
Vas a Llorar,Los Cadetes De Linares,742fXcWzS3FMwkRbslpQkU,162287,0.639,1,1,4,0.261,0.862,0.00197,0.0508,-5.246,0.0962,0.67,111.115,0
No Dejare De Amar,Los Cadetes De Linares,4nCJ3gZCF2YZLGiyehEPSj,145098,0.535,9,1,4,0.322,0.7909999999999999,1.14e-06,0.0649,-6.384,0.0307,0.763,106.736,0
Tu Ingrato Corazon,Los Cadetes De Linares,1OH0I9QDSt1Jnzva5sSkXV,201392,0.5710000000000001,3,1,4,0.0792,0.875,2.19e-05,0.183,-8.151,0.067,0.76,115.951,0
Mas Enamorado,Los Cadetes De Linares,2EiTNPumdiD4tlm0nYNcDt,177908,0.6829999999999999,10,1,4,0.732,0.807,0.00224,0.0995,-5.843,0.0469,0.913,115.296,0
Triste Corazon,Los Cadetes De Linares,4q4vfcemc6qhBOReZfVPV2,174747,0.5710000000000001,8,1,3,0.5820000000000001,0.544,8.85e-06,0.0547,-6.069,0.0529,0.6759999999999999,183.327,0
Por Una Rencilla Vieja,Los Cadetes De Linares,3F6SF6EQc3XfIeE8Geqowh,177777,0.451,8,1,3,0.147,0.514,0.0,0.0301,-6.848,0.0492,0.7809999999999999,197.465,0
Calentaste el Petate,Los Cadetes De Linares,3oB9WsRShq45z45yVqFPU0,148520,0.7879999999999999,2,0,4,0.362,0.784,2.59e-05,0.185,-6.41,0.0437,0.72,124.287,0
Ni Tu Ni Yo,Los Cadetes De Linares,1XBK9xEpOSUwJh3Qhj1HWT,171403,0.687,3,1,4,0.657,0.778,0.0,0.0276,-7.392,0.0368,0.765,120.614,0
Si Tu Supieras,Los Cadetes De Linares,18D8BvwGMw0rkSvgyyFspW,128615,0.464,0,1,4,0.0875,0.773,0.0,0.19,-5.7970000000000015,0.0394,0.7829999999999999,97.165,0
El Desquite,Los Cadetes De Linares,7xefMOCvwvLPjtdeFMLzvg,175035,0.411,8,1,3,0.55,0.608,2.53e-05,0.344,-8.125,0.039,0.6629999999999999,172.983,0
No Seas Ingrata,Los Cadetes De Linares,0NFAol91qAXWOa45l6moix,151159,0.715,8,1,4,0.248,0.7390000000000001,0.00201,0.0915,-6.682,0.0566,0.8079999999999999,117.161,0
Una Lagina Mas (En Vivo),Los Cadetes De Linares,7GKXI8uqEiefDqBmbYT5Jd,150950,0.775,5,1,4,0.491,0.463,1.65e-05,0.0915,-0.964,0.0308,0.813,172.352,0
Querer y Perder,Los Cadetes De Linares,0fzsKsVBqtQXKkNWdvhlAC,173755,0.6409999999999999,5,0,4,0.407,0.494,0.0,0.046,-5.6560000000000015,0.0268,0.622,101.43,0
Touch (Pop Mix),Sean Paul,1ICwTEuXRAX3Rb00zje1vu,225250,0.698,8,1,3,0.258,0.7909999999999999,0.0,0.214,-4.062,0.264,0.511,119.992,0
Nah Get No Bligh,Sean Paul,1x9Vr5iek0AvtHxLLznBLT,244000,0.878,10,0,4,0.322,0.688,0.0,0.301,-3.2880000000000003,0.194,0.935,96.011,0
Feeling the Vibe,Sean Paul,6k8faFDaEIl9pD3x1Ym0zU,208250,0.942,8,1,4,0.453,0.669,0.0,0.0816,-2.137,0.341,0.693,93.15,0
Touch,Sean Paul,11hFGhcV2bIc7TsdEkcPaR,220000,0.762,10,0,4,0.443,0.7609999999999999,1.73e-06,0.114,-2.9530000000000003,0.272,0.598,89.289,0
Big It Up,Sean Paul,369aKTYcgjL5vDGwZ8x8kE,209633,0.47,1,1,4,0.0067,0.797,0.0,0.039,-8.888,0.295,0.895,97.386,0
Bounce It Right There,Sean Paul,0ZNuNmW9xKXZDM58oLC6Fv,178599,0.773,8,1,4,0.402,0.921,0.0,0.0798,-6.007999999999999,0.224,0.888,119.042,0
Drip,Skrizzy,4fzS90JqyjgfGOkU0311Xr,147775,0.51,2,1,4,0.0262,0.621,1.56e-06,0.205,-8.9,0.258,0.242,75.569,0
SHAKE N BAKE,Tru Real,3S0aabYx4fZ4Zqj8BcxWSc,201778,0.7170000000000001,10,0,4,0.00266,0.812,1.52e-05,0.444,-7.42,0.103,0.755,134.976,0
Lil' Fwish,BanzaiBenzai,2pz8Yv0ot8Dct6PY77EyTt,61989,0.153,7,1,4,0.0944,0.579,0.655,0.103,-12.359000000000002,0.053,0.69,110.01,0
"Violin Sonata No. 6 in G Major, BWV 1019: IV. Adagio",Johann Sebastian Bach,3PTi1XJhgBKkj5IPd3QI84,166388,0.0889,10,0,4,0.897,0.28,3.5700000000000014e-05,0.138,-18.511,0.0407,0.138,136.404,0
"Das Orgelbüchlein: No. 40, Es ist das Heil uns kommen her, BWV 638",Johann Sebastian Bach,2FugShUys0g3ftUJ4Rr65j,104360,0.219,2,1,4,0.17800000000000002,0.198,0.959,0.209,-17.449,0.036000000000000004,0.325,71.73899999999998,0
