Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2022-09-12,2022-09-13,7100,REDWOOD SKYLINE,Dining,8.76,
2022-09-12,2022-09-13,7100,TST* Wursthall,Dining,27.41,
2022-09-12,2022-09-13,7100,TST* Wursthall,Dining,20.55,
2022-09-12,2022-09-13,7100,TST* Wursthall,Dining,30.14,
2022-09-11,2022-09-12,7100,CHEVRON 0090206,Gas/Automotive,54.42,
2022-09-10,2022-09-12,7100,ATT* BILL PAYMENT,Phone/Cable,105.54,
2022-09-10,2022-09-12,7100,WALGREENS #7970,Health Care,53.00,
2022-09-09,2022-09-12,7100,IN N OUT BURGER 209,Dining,7.24,
2022-09-09,2022-09-12,7100,LAZ PARKING 670971-TIB,Gas/Automotive,4.00,
2022-09-09,2022-09-12,7100,STARBUCKS STORE 05785,Dining,5.45,
2022-09-10,2022-09-12,7100,CHEVRON 0370118,Gas/Automotive,41.45,
2022-09-10,2022-09-10,7100,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,1036.87
2022-09-09,2022-09-10,7100,KINOKUNIYA BOOKSTORES,Merchandise,204.61,
2022-09-09,2022-09-10,7100,DAVE & BUSTERS#75 WEST,Dining,35.00,
2022-09-09,2022-09-10,7100,DAVE & BUSTERS#75 WEST,Dining,44.84,
2022-09-09,2022-09-10,7100,CHEVRON 0386062,Gas/Automotive,18.40,
2022-09-09,2022-09-10,7100,AAA MEMBERSHIP,Gas/Automotive,109.99,
2022-09-08,2022-09-10,7100,IZAKAYA GINJI RESTAURA,Dining,300.00,
2022-09-09,2022-09-10,7100,SQ *MIDORI MATCHA,Dining,13.00,
2022-09-08,2022-09-09,7100,CITY OF SM PW PARKING,Gas/Automotive,1.25,
2022-09-08,2022-09-09,7100,SMCCD CSM BOOKSTORE,Merchandise,3.25,
2022-09-07,2022-09-09,7100,60776-SFO PREPAID PARK,Gas/Automotive,42.00,
2022-09-07,2022-09-08,7100,SMCCD CSM BOOKSTORE,Merchandise,4.25,
2022-09-07,2022-09-08,7100,SMCCD CSM BOOKSTORE,Merchandise,4.25,
2022-09-06,2022-09-07,7100,JTI*TWITCHTV SUB SRVCS,Other Services,4.99,
2022-09-06,2022-09-07,7100,SMCCD CSM BOOKSTORE,Merchandise,4.25,
2022-09-05,2022-09-07,7100,TACO BELL 30796,Dining,9.00,
2022-09-05,2022-09-07,7100,SAFEWAY #1138,Merchandise,60.76,
2022-09-04,2022-09-06,7100,YUMMY SZECHUAN,Dining,74.90,
2022-09-04,2022-09-06,7100,TACO BELL 30796,Dining,8.73,
2022-09-04,2022-09-05,7100,CHEVRON 0370118,Gas/Automotive,51.97,
2022-09-03,2022-09-05,7100,MCDONALDS  F6641,Dining,22.84,
2022-09-02,2022-09-03,7100,SQ *GILMAN BREWING COM,Dining,90.00,
2022-09-02,2022-09-02,7100,Spotify USA,Phone/Cable,9.99,
2022-09-01,2022-09-01,7100,SQ *GILMAN BREWING COM,Dining,144.45,
2022-08-31,2022-09-01,7100,SMCCD CSM BOOKSTORE,Merchandise,7.00,
2022-08-30,2022-09-01,7100,IZAKAYA GINJI RESTAURA,Dining,400.00,
2022-08-30,2022-08-31,7100,SMCCD CSM BOOKSTORE,Merchandise,7.00,
2022-08-30,2022-08-31,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-08-30,2022-08-30,7100,CAPITAL ONE ONLINE PYMT,Payment/Credit,,3949.82
2022-08-29,2022-08-30,7100,DOORDASH DASHPASS,Dining,9.99,
2022-08-29,2022-08-30,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-08-28,2022-08-30,7100,TACO BELL 30796,Dining,13.00,
2022-08-28,2022-08-30,7100,SAFEWAY #1138,Merchandise,86.52,
2022-08-28,2022-08-29,7100,APPLE.COM/BILL,Internet,0.99,
2022-08-28,2022-08-29,7100,APPLE.COM/BILL,Internet,14.99,
2022-08-26,2022-08-27,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-08-26,2022-08-27,7100,BETTERHELP  *JACOBS JE,Professional Services,320.00,
2022-08-26,2022-08-27,7100,REDWOOD SKYLINE,Dining,8.76,
2022-08-26,2022-08-27,7100,SQ *GILMAN BREWING COM,Dining,130.00,
2022-08-26,2022-08-27,7100,CHEVRON 0370118,Gas/Automotive,55.47,
2022-08-25,2022-08-26,7100,LA CASA MIA,Dining,110.00,
2022-08-25,2022-08-26,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-08-25,2022-08-26,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-25,2022-08-26,7100,REDWOOD SKYLINE,Dining,8.76,
2022-08-25,2022-08-25,7100,SQ *GILMAN BREWING COM,Dining,150.00,
2022-08-24,2022-08-25,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-08-24,2022-08-25,7100,SOUTHWES  5262157511593,Airfare,43.98,
2022-08-23,2022-08-24,7100,NIJIYA MARKET #63,Merchandise,36.76,
2022-08-23,2022-08-24,7100,SMCCD CSM BOOKSTORE,Merchandise,4.50,
2022-08-23,2022-08-24,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-08-22,2022-08-23,7100,TARGET        00011221,Merchandise,16.42,
2022-08-22,2022-08-23,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-08-22,2022-08-23,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-08-19,2022-08-22,7100,RAMEN YAMADAYA SF,Dining,112.97,
2022-08-20,2022-08-22,7100,EMBASSY SUITES AIRPORT,Lodging,299.73,
2022-08-20,2022-08-22,7100,IN N OUT BURGER 257,Dining,20.13,
2022-08-20,2022-08-22,7100,TACO BELL 30754,Dining,17.00,
2022-08-19,2022-08-22,7100,STONESTOWN GALLERIA RE,Dining,15.00,
2022-08-20,2022-08-22,7100,LUNARDI'S MKT #2,Merchandise,4.45,
2022-08-19,2022-08-22,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-19,2022-08-22,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-20,2022-08-22,7100,CHEVRON 0370118,Gas/Automotive,59.90,
2022-08-19,2022-08-20,7100,NIJIYA MARKET #62,Merchandise,33.84,
2022-08-19,2022-08-20,7100,IMPERIAL PARKING US,Gas/Automotive,5.00,
2022-08-18,2022-08-19,7100,SMCCD CSM BOOKSTORE,Merchandise,4.29,
2022-08-18,2022-08-19,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-18,2022-08-19,7100,REDWOOD SKYLINE,Dining,7.06,
2022-08-17,2022-08-19,7100,IN N OUT BURGER 257,Dining,20.13,
2022-08-17,2022-08-19,7100,SAFEWAY #1138,Merchandise,44.42,
2022-08-17,2022-08-18,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-08-16,2022-08-17,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-16,2022-08-17,7100,MAJIKKU RAMEN,Dining,46.00,
2022-08-16,2022-08-17,7100,PEET'S #04502,Dining,4.45,
2022-08-15,2022-08-17,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-15,2022-08-17,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-16,2022-08-16,7100,AAA INSURANCE,Insurance,249.75,
2022-08-15,2022-08-16,7100,CHEVRON 0370118,Gas/Automotive,50.56,
2022-08-14,2022-08-16,7100,TACO BELL 30796,Dining,21.09,
2022-08-12,2022-08-15,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-12,2022-08-13,7100,SQ *GILMAN BREWING COM,Dining,135.00,
2022-08-11,2022-08-13,7100,TACO BELL 30796,Dining,16.00,
2022-08-11,2022-08-13,7100,SMCCD CSM BOOKSTORE,Merchandise,3.50,
2022-08-11,2022-08-13,7100,SMCCD CSM BOOKSTORE,Merchandise,5.50,
2022-08-10,2022-08-12,7100,SMCCD CSM BOOKSTORE,Merchandise,4.50,
2022-08-10,2022-08-12,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-08-10,2022-08-11,7100,MCDONALDS  F6641,Dining,12.79,
2022-08-11,2022-08-11,7100,AMZN Mktp US*UA24W9CU3,Merchandise,13.11,
2022-08-09,2022-08-11,7100,SMCCD CSM BOOKSTORE,Merchandise,8.29,
2022-08-09,2022-08-11,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-09,2022-08-11,7100,IZAKAYA GINJI RESTAURA,Dining,300.00,
2022-08-09,2022-08-10,7100,TARGET        00011221,Merchandise,39.99,
2022-08-09,2022-08-10,7100,ATT* BILL PAYMENT,Phone/Cable,105.54,
2022-08-09,2022-08-10,7100,TST* FIELDWORK BREWING,Dining,68.44,
2022-08-08,2022-08-10,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-08,2022-08-10,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-09,2022-08-10,7100,CHEVRON 0370118,Gas/Automotive,47.44,
2022-08-06,2022-08-08,7100,SHELL OIL 57444694608,Gas/Automotive,41.00,
2022-08-06,2022-08-08,7100,SAFEWAY #3008,Merchandise,41.21,
2022-08-06,2022-08-08,7100,JTI*TWITCHTV SUB SRVCS,Other Services,4.99,
2022-08-05,2022-08-06,7100,IZUMI SUSHI,Dining,155.00,
2022-08-05,2022-08-06,7100,CHEVRON 0370118,Gas/Automotive,43.02,
2022-08-04,2022-08-06,7100,SMCCD CSM BOOKSTORE,Merchandise,4.50,
2022-08-04,2022-08-06,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-04,2022-08-05,7100,SQ *GILMAN BREWING COM,Dining,136.56,
2022-08-03,2022-08-05,7100,TACO BELL 30796,Dining,9.00,
2022-08-03,2022-08-05,7100,SMCCD CSM BOOKSTORE,Merchandise,9.98,
2022-08-02,2022-08-03,7100,NIJIYA MARKET #63,Merchandise,62.52,
2022-08-02,2022-08-03,7100,PEET'S #04502,Dining,3.95,
2022-08-01,2022-08-02,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-08-02,2022-08-02,7100,Spotify USA,Phone/Cable,9.99,
2022-07-31,2022-08-02,7100,TACO BELL 30796,Dining,15.28,
2022-07-30,2022-08-01,7100,TACO BELL 30796,Dining,16.00,
2022-07-30,2022-08-01,7100,PEET'S #04502,Dining,6.30,
2022-07-30,2022-08-01,7100,CHEVRON 0370118,Gas/Automotive,43.88,
2022-07-29,2022-07-30,7100,MCDONALDS  F6641,Dining,23.71,
2022-07-29,2022-07-30,7100,BETTERHELP  *JACOBS JE,Professional Services,320.00,
2022-07-29,2022-07-30,7100,DOORDASH DASHPASS,Dining,9.99,
2022-07-28,2022-07-30,7100,SMCCD CSM BOOKSTORE,Merchandise,7.04,
2022-07-28,2022-07-30,7100,SMCCD CSM BOOKSTORE,Merchandise,2.00,
2022-07-27,2022-07-29,7100,PCHRG INC,Dining,200.00,
2022-07-27,2022-07-29,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-28,2022-07-28,7100,CAPITAL ONE MOBILE PYMT,Payment/Credit,,3107.22
2022-07-28,2022-07-28,7100,APPLE.COM/BILL,Internet,0.99,
2022-07-28,2022-07-28,7100,APPLE.COM/BILL,Internet,14.99,
2022-07-27,2022-07-28,7100,TARGET        00011221,Merchandise,42.40,
2022-07-26,2022-07-28,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-07-26,2022-07-28,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-26,2022-07-27,7100,NIJIYA MARKET #63,Merchandise,129.08,
2022-07-27,2022-07-27,7100,APPLE.COM/US,Merchandise,,249.00
2022-07-27,2022-07-27,7100,APPLE.COM/US,Merchandise,,2004.97
2022-07-25,2022-07-27,7100,SAFEWAY #1138,Merchandise,12.36,
2022-07-25,2022-07-26,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-25,2022-07-26,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-25,2022-07-26,7100,APPLE STORE  #R231,Merchandise,143.79,
2022-07-25,2022-07-26,7100,APPLE STORE  #R231,Merchandise,2239.53,
2022-07-25,2022-07-26,7100,APPLE STORE R231,Merchandise,163.34,
2022-07-24,2022-07-25,7100,MCDONALDS  F6641,Dining,23.17,
2022-07-22,2022-07-23,7100,MCDONALDS  F6641,Dining,21.96,
2022-07-21,2022-07-23,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-21,2022-07-22,7100,REDWOOD SKYLINE,Dining,8.76,
2022-07-20,2022-07-22,7100,IZAKAYA GINJI RESTAURA,Dining,520.00,
2022-07-20,2022-07-22,7100,SMCCD CSM BOOKSTORE,Merchandise,5.00,
2022-07-20,2022-07-22,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-07-21,2022-07-22,7100,CHEVRON 0370118,Gas/Automotive,58.38,
2022-07-20,2022-07-21,7100,REDWOOD SKYLINE,Dining,8.76,
2022-07-19,2022-07-20,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-19,2022-07-20,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-18,2022-07-20,7100,MISS SAIGON,Dining,144.52,
2022-07-19,2022-07-20,7100,TARGET        00010546,Merchandise,29.00,
2022-07-18,2022-07-20,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-07-18,2022-07-20,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-19,2022-07-19,7100,CAPITAL ONE ONLINE PYMT,Payment/Credit,,912.47
2022-07-18,2022-07-19,7100,REDWOOD SKYLINE,Dining,7.50,
2022-07-17,2022-07-19,7100,SAFEWAY #1138,Merchandise,42.43,
2022-07-18,2022-07-18,7100,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1451.53
2022-07-17,2022-07-18,7100,PEET'S #04502,Dining,6.80,
2022-07-16,2022-07-18,7100,STARBUCKS STORE 08676,Dining,4.95,
2022-07-16,2022-07-18,7100,MIKUNI JAPANESE RESTAU,Dining,270.00,
2022-07-17,2022-07-18,7100,APPLE.COM/US,Merchandise,2030.97,
2022-07-17,2022-07-18,7100,APPLE.COM/US,Merchandise,249.00,
2022-07-16,2022-07-18,7100,CHEVRON 0203186,Gas/Automotive,30.99,
2022-07-16,2022-07-18,7100,TST* Oz Korean BBQ - S,Dining,105.37,
2022-07-14,2022-07-16,7100,IZAKAYA GINJI RESTAURA,Dining,500.00,
2022-07-16,2022-07-16,7100,AAA INSURANCE,Insurance,249.75,
2022-07-15,2022-07-16,7100,PEET'S #04502,Dining,5.80,
2022-07-15,2022-07-16,7100,CHEVRON 0370118,Gas/Automotive,42.34,
2022-07-14,2022-07-16,7100,SMCCD CSM BOOKSTORE,Merchandise,7.00,
2022-07-14,2022-07-15,7100,PEET'S #04502,Dining,3.95,
2022-07-14,2022-07-15,7100,REDWOOD SKYLINE,Dining,6.50,
2022-07-14,2022-07-15,7100,REDWOOD SKYLINE,Dining,14.19,
2022-07-13,2022-07-15,7100,PCHRG INC,Dining,245.00,
2022-07-13,2022-07-15,7100,SMCCD CSM BOOKSTORE,Merchandise,4.00,
2022-07-13,2022-07-15,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-13,2022-07-14,7100,PEET'S #04502,Dining,3.95,
2022-07-12,2022-07-14,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-11,2022-07-12,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-07-10,2022-07-12,7100,SAFEWAY #1138,Merchandise,81.74,
2022-07-10,2022-07-11,7100,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,757.07
2022-07-10,2022-07-11,7100,CHEVRON 0370118,Gas/Automotive,43.71,
2022-07-09,2022-07-11,7100,MCDONALDS  F6641,Dining,17.92,
2022-07-09,2022-07-11,7100,ATT* BILL PAYMENT,Phone/Cable,105.54,
2022-07-08,2022-07-11,7100,TACO BELL 30796,Dining,18.00,
2022-07-07,2022-07-09,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-07,2022-07-09,7100,SAFEWAY #2843,Merchandise,12.99,
2022-07-08,2022-07-08,7100,SAFEWAY.COM #2843,Merchandise,26.19,
2022-07-06,2022-07-08,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-06,2022-07-08,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-06,2022-07-07,7100,GRAND HOT POT,Dining,140.00,
2022-07-06,2022-07-07,7100,JTI*TWITCHTV SUB SRVCS,Other Services,4.99,
2022-07-05,2022-07-07,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-07-05,2022-07-07,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-05,2022-07-06,7100,NIJIYA MARKET #63,Merchandise,70.64,
2022-07-05,2022-07-06,7100,REDWOOD SKYLINE,Dining,13.20,
2022-07-04,2022-07-06,7100,IN N OUT BURGER 113,Dining,13.13,
2022-07-04,2022-07-06,7100,TACO BELL 018568,Dining,12.19,
2022-07-05,2022-07-05,7100,CHEVRON 0212047,Gas/Automotive,57.12,
2022-07-04,2022-07-05,7100,CHEVRON 0203452,Gas/Automotive,17.01,
2022-07-02,2022-07-04,7100,SAFEWAY #0954,Merchandise,3.55,
2022-07-02,2022-07-02,7100,Spotify USA,Phone/Cable,9.99,
2022-07-01,2022-07-02,7100,BETTERHELP  *JACOBS JE,Professional Services,320.00,
2022-06-30,2022-07-02,7100,TACO BELL 018568,Dining,13.26,
2022-06-30,2022-07-02,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-30,2022-07-02,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-07-01,2022-07-01,7100,CHEVRON 0210751,Gas/Automotive,52.32,
2022-06-30,2022-07-01,7100,CHEVRON 0204974,Gas/Automotive,57.14,
2022-06-29,2022-07-01,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-29,2022-07-01,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-29,2022-06-30,7100,DOORDASH DASHPASS,Dining,9.99,
2022-06-28,2022-06-30,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-28,2022-06-30,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-29,2022-06-29,7100,CAPITAL ONE ONLINE PYMT,Payment/Credit,,2846.60
2022-06-28,2022-06-29,7100,REDWOOD SKYLINE,Dining,5.75,
2022-06-28,2022-06-29,7100,NIJIYA MARKET #63,Merchandise,92.93,
2022-06-27,2022-06-29,7100,IN N OUT BURGER 257,Dining,20.13,
2022-06-28,2022-06-29,7100,APPLE.COM/BILL,Merchandise,14.99,
2022-06-28,2022-06-28,7100,APPLE.COM/BILL,Internet,0.99,
2022-06-26,2022-06-28,7100,KONA BREWING HAWAII -,Dining,210.00,
2022-06-26,2022-06-28,7100,DUKES LANE MARKET #97,Merchandise,2.40,
2022-06-25,2022-06-27,7100,WAL-MART #3478,Merchandise,40.73,
2022-06-25,2022-06-27,7100,KUKUI SAUSAGE COMPANY,Merchandise,12.00,
2022-06-25,2022-06-27,7100,TST* Island Vintage Sh,Dining,47.07,
2022-06-24,2022-06-25,7100,UBER   TRIP,Other Travel,30.65,
2022-06-23,2022-06-25,7100,60776-SFO PREPAID PARK,Gas/Automotive,90.00,
2022-06-23,2022-06-25,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-23,2022-06-25,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-23,2022-06-24,7100,MCDONALDS  F6641,Dining,16.60,
2022-06-23,2022-06-24,7100,TARGET        00011221,Merchandise,16.87,
2022-06-23,2022-06-24,7100,REDWOOD SKYLINE,Dining,7.50,
2022-06-22,2022-06-24,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-22,2022-06-23,7100,ATT* BILL PAYMENT,Phone/Cable,105.00,
2022-06-21,2022-06-23,7100,WANG DAE BAK,Dining,140.00,
2022-06-21,2022-06-22,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-06-21,2022-06-22,7100,CHEVRON 0090838,Gas/Automotive,58.24,
2022-06-20,2022-06-22,7100,SMCCD CSM BOOKSTORE,Merchandise,13.06,
2022-06-20,2022-06-22,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-20,2022-06-22,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-20,2022-06-21,7100,SEAPOT,Dining,320.05,
2022-06-17,2022-06-20,7100,ODUMAK,Dining,156.18,
2022-06-19,2022-06-20,7100,CHEVRON 0203186,Gas/Automotive,25.42,
2022-06-18,2022-06-20,7100,VEGAN DEADLY SINSE TEA,Dining,16.68,
2022-06-17,2022-06-18,7100,MCDONALDS  F6641,Dining,17.48,
2022-06-17,2022-06-18,7100,"FSP*303 -OIL CHANGER,",Gas/Automotive,60.78,
2022-06-17,2022-06-18,7100,CHEVRON 0204974,Gas/Automotive,46.80,
2022-06-16,2022-06-18,7100,PCHRG INC,Dining,195.00,
2022-06-16,2022-06-18,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-16,2022-06-18,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-15,2022-06-17,7100,SMCCD CSM BOOKSTORE,Merchandise,7.48,
2022-06-15,2022-06-17,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-15,2022-06-16,7100,MAJIKKU RAMEN,Dining,35.00,
2022-06-16,2022-06-16,7100,AAA INSURANCE,Insurance,249.75,
2022-06-14,2022-06-16,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-14,2022-06-16,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-14,2022-06-15,7100,PEET'S #04502,Dining,3.95,
2022-06-13,2022-06-15,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-13,2022-06-14,7100,PEET'S #04502,Dining,3.95,
2022-06-12,2022-06-14,7100,SAFEWAY #1138,Merchandise,80.85,
2022-06-13,2022-06-14,7100,CHEVRON 0370118,Gas/Automotive,61.26,
2022-06-12,2022-06-13,7100,PEET'S #04502,Dining,5.80,
2022-06-11,2022-06-13,7100,TACO BELL 30796,Dining,18.00,
2022-06-10,2022-06-11,7100,MCDONALDS  F6641,Dining,21.85,
2022-06-09,2022-06-11,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-10,2022-06-10,7100,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,522.51
2022-06-09,2022-06-10,7100,TST* Half Moon Bay Bre,Dining,265.00,
2022-06-09,2022-06-10,7100,SLICE*SENIORESPIZZA,Dining,62.46,
2022-06-08,2022-06-10,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-08,2022-06-09,7100,IZUMI SUSHI,Dining,220.00,
2022-06-08,2022-06-09,7100,PEET'S #04502,Dining,3.95,
2022-06-07,2022-06-09,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-06,2022-06-08,7100,IN N OUT BURGER 257,Dining,20.34,
2022-06-07,2022-06-07,7100,CAPITAL ONE ONLINE PYMT,Payment/Credit,,774.92
2022-06-06,2022-06-07,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-06,2022-06-07,7100,TARGET        00011221,Merchandise,8.21,
2022-06-06,2022-06-07,7100,JTI*TWITCHTV SUB SRVCS,Other Services,4.99,
2022-06-04,2022-06-06,7100,TACO BELL 30796,Dining,13.11,
2022-06-03,2022-06-06,7100,LA COSTANERA,Dining,310.00,
2022-06-04,2022-06-06,7100,DD DOORDASH PHOLITTLE,Dining,32.98,
2022-06-03,2022-06-04,7100,PEET'S #04502,Dining,3.45,
2022-06-03,2022-06-04,7100,CHEVRON 0097927,Gas/Automotive,25.21,
2022-06-03,2022-06-04,7100,BETTERHELP  JACOBS JE,Professional Services,320.00,
2022-06-02,2022-06-04,7100,RUSTIC HOUSE OYSTER BA,Dining,169.66,
2022-06-02,2022-06-04,7100,SMCCD CSM BOOKSTORE,Merchandise,2.00,
2022-06-03,2022-06-04,7100,CHEVRON 0204974,Gas/Automotive,33.14,
2022-06-02,2022-06-03,7100,PEET'S #04502,Dining,3.95,
2022-06-01,2022-06-02,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-06-01,2022-06-02,7100,MAJIKKU RAMEN,Dining,200.00,
2022-06-02,2022-06-02,7100,Spotify USA,Phone/Cable,9.99,
2022-06-01,2022-06-02,7100,PEET'S #04502,Dining,4.45,
2022-05-31,2022-06-02,7100,SAFEWAY #1138,Merchandise,66.27,
2022-05-31,2022-06-01,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-31,2022-06-01,7100,PEET'S #04502,Dining,3.95,
2022-05-31,2022-06-01,7100,CHEVRON 0370118,Gas/Automotive,58.23,
2022-05-31,2022-05-31,7100,DD DOORDASH CHIPOTLE,Dining,31.82,
2022-05-31,2022-05-31,7100,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1507.19
2022-05-29,2022-05-31,7100,IN N OUT BURGER 257,Dining,20.34,
2022-05-29,2022-05-30,7100,DOORDASH DASHPASS,Dining,9.99,
2022-05-27,2022-05-30,7100,IN N OUT BURGER 257,Dining,20.34,
2022-05-28,2022-05-28,7100,APPLE.COM/BILL,Internet,0.99,
2022-05-28,2022-05-28,7100,APPLE.COM/BILL,Internet,14.99,
2022-05-27,2022-05-28,7100,PEET'S #04502,Dining,3.95,
2022-05-26,2022-05-28,7100,SMCCD CSM BOOKSTORE,Merchandise,2.00,
2022-05-26,2022-05-28,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-26,2022-05-28,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-26,2022-05-27,7100,IZUMI SUSHI,Dining,200.00,
2022-05-26,2022-05-27,7100,REDWOOD SKYLINE,Dining,8.76,
2022-05-25,2022-05-27,7100,SMCCD CSM BOOKSTORE,Merchandise,4.50,
2022-05-25,2022-05-27,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-25,2022-05-27,7100,LA COSTANERA,Dining,180.00,
2022-05-25,2022-05-26,7100,REDWOOD SKYLINE,Dining,17.57,
2022-05-24,2022-05-26,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-24,2022-05-25,7100,MAJIKKU RAMEN,Dining,35.00,
2022-05-23,2022-05-24,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-23,2022-05-23,7100,DOORDASH*PHO LITTLE SA,Dining,39.98,
2022-05-22,2022-05-23,7100,DOORDASH*TACO BELL,Dining,16.73,
2022-05-20,2022-05-23,7100,SMCCD CSM BOOKSTORE,Merchandise,1.46,
2022-05-21,2022-05-23,7100,CHEVRON 0370118,Gas/Automotive,64.20,
2022-05-20,2022-05-21,7100,CANTEEN SAN JOSE VEND,Dining,1.85,
2022-05-19,2022-05-21,7100,SMCCD CSM BOOKSTORE,Merchandise,4.55,
2022-05-19,2022-05-21,7100,SMCCD CSM BOOKSTORE,Merchandise,0.46,
2022-05-19,2022-05-21,7100,SMCCD CSM BOOKSTORE,Merchandise,1.46,
2022-05-19,2022-05-21,7100,SAFEWAY #1138,Merchandise,28.91,
2022-05-19,2022-05-20,7100,TARGET        00011221,Merchandise,31.54,
2022-05-18,2022-05-19,7100,SMCCD CSM BOOKSTORE,Merchandise,1.50,
2022-05-18,2022-05-19,7100,SMCCD CSM BOOKSTORE,Merchandise,2.50,
2022-05-17,2022-05-19,7100,SMCCD CSM BOOKSTORE,Merchandise,2.79,
